TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
SANISETTE;;92102  RUE BLOMET;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.300280980817689, 48.84090598651907]], ""type"": ""MultiPoint""}";48.84090598651907,2.300280980817689
SANISETTE;;29  RUE MANIN;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.3782622313212527, 48.87861935487687]], ""type"": ""MultiPoint""}";48.87861935487687,2.3782622313212527
SANISETTE;;RUE DE CRIMEE;75019;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3790339650916446, 48.88883561898796]], ""type"": ""MultiPoint""}";48.88883561898796,2.3790339650916446
SANISETTE;;213  RUE DE BELLEVILLE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.394776616457134, 48.87544598661789]], ""type"": ""MultiPoint""}";48.87544598661789,2.394776616457134
SANISETTE;;64  RUE DU VOLGA;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4089887074025595, 48.85271966367163]], ""type"": ""MultiPoint""}";48.85271966367163,2.4089887074025595
SANISETTE;;face au 375 RUE DES PYRENEES;75020;6 h - 1 h;Oui;;;"{""coordinates"": [[2.389751715108938, 48.87368018535096]], ""type"": ""MultiPoint""}";48.87368018535096,2.389751715108938
SANISETTE;;8  RUE D ARCOLE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3493988910325565, 48.8540198901374]], ""type"": ""MultiPoint""}";48.8540198901374,2.3493988910325565
SANISETTE;;face au 12 RUE DE BABYLONE;;24 h / 24;Oui;;;"{""coordinates"": [[2.325180137951545, 48.851626831079074]], ""type"": ""MultiPoint""}";48.851626831079074,2.325180137951545
SANISETTE;;face au 4 AVENUE DE MESSINE;;24 h / 24;Oui;;;"{""coordinates"": [[2.3151151715527374, 48.87541798841174]], ""type"": ""MultiPoint""}";48.87541798841174,2.3151151715527374
SANISETTE;;29  RUE ROLAND BARTHES;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.3774441851341352, 48.8444926838465]], ""type"": ""MultiPoint""}";48.8444926838465,2.3774441851341352
SANISETTE;;259 bis AVENUE DAUMESNIL;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4043941454835926, 48.83651368622266]], ""type"": ""MultiPoint""}";48.83651368622266,2.4043941454835926
SANISETTE;;117  BOULEVARD VINCENT AURIOL;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.36512631285455, 48.833717304602885]], ""type"": ""MultiPoint""}";48.833717304602885,2.36512631285455
SANISETTE;;46  RUE CHARLES MOUREU;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3607783123277315, 48.829082146443014]], ""type"": ""MultiPoint""}";48.829082146443014,2.3607783123277315
SANISETTE;;face au 40 AVENUE REILLE;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.338538930462, 48.82444207894634]], ""type"": ""MultiPoint""}";48.82444207894634,2.338538930462
SANISETTE;;RUE DES MARINIERS;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3111981116311777, 48.82760820526359]], ""type"": ""MultiPoint""}";48.82760820526359,2.3111981116311777
TOILETTES;;JARDIN DE L'HOPITAL SAINTE-PERINE;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-sainte-perine-1806;"{""coordinates"": [[2.2691726044395395, 48.84484410447445]], ""type"": ""MultiPoint""}";48.84484410447445,2.2691726044395395
TOILETTES;;JARDIN PAUL DIDIER;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-paul-didier-ex-colonel-manhes-2819;"{""coordinates"": [[2.320485641136297, 48.89546130163387]], ""type"": ""MultiPoint""}";48.89546130163387,2.320485641136297
TOILETTES;;JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-tino-rossi-1786;"{""coordinates"": [[2.3591336603820756, 48.84824348066088]], ""type"": ""MultiPoint""}";48.84824348066088,2.3591336603820756
URINOIR;;RUE BOSSUET;75010;;Non;Non;;"{""coordinates"": [[2.3523454278624474, 48.878782534922934]], ""type"": ""MultiPoint""}";48.878782534922934,2.3523454278624474
SANISETTE;;38  RUE CAMBRONNE;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.301897943958141, 48.84552661355718]], ""type"": ""MultiPoint""}";48.84552661355718,2.301897943958141
SANISETTE;;37  RUE MIRABEAU;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2690815555105677, 48.84593889811058]], ""type"": ""MultiPoint""}";48.84593889811058,2.2690815555105677
SANISETTE;;96 ter RUE LEMERCIER;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.318866697645445, 48.88942282181049]], ""type"": ""MultiPoint""}";48.88942282181049,2.318866697645445
SANISETTE;;26 bis AVENUE CORENTIN CARIOU;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.3856533556850783, 48.89731268179251]], ""type"": ""MultiPoint""}";48.89731268179251,2.3856533556850783
SANISETTE;;101  RUE ALEXANDRE DUMAS;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.400081520777228, 48.855403987768895]], ""type"": ""MultiPoint""}";48.855403987768895,2.400081520777228
SANISETTE;;face au 121 RUE DES PYRENEES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.404517268525465, 48.85704901565088]], ""type"": ""MultiPoint""}";48.85704901565088,2.404517268525465
SANISETTE;;171  RUE DES PYRENEES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.401021510043811, 48.86001571292929]], ""type"": ""MultiPoint""}";48.86001571292929,2.401021510043811
SANISETTE;;73  RUE REAUMUR;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.349571365122188, 48.86679354360574]], ""type"": ""MultiPoint""}";48.86679354360574,2.349571365122188
SANISETTE;;2  RUE DES QUATRE FILS;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.360700687397763, 48.860059866028]], ""type"": ""MultiPoint""}";48.860059866028,2.360700687397763
SANISETTE;;135 bis BOULEVARD DU MONTPARNASSE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3323286043872686, 48.841202569450836]], ""type"": ""MultiPoint""}";48.841202569450836,2.3323286043872686
SANISETTE;;75  BOULEVARD SAINT GERMAIN;;24 h / 24;Oui;;;"{""coordinates"": [[2.342803068261683, 48.851388278836424]], ""type"": ""MultiPoint""}";48.851388278836424,2.342803068261683
SANISETTE;;BOULEVARD MALESHERBES;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.323053984722453, 48.87072323445267]], ""type"": ""MultiPoint""}";48.87072323445267,2.323053984722453
SANISETTE;;11  AVENUE TRUDAINE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3455162634729594, 48.88166539264047]], ""type"": ""MultiPoint""}";48.88166539264047,2.3455162634729594
SANISETTE;;PLACE DU COLONEL FABIEN;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3700838988336903, 48.87798177436245]], ""type"": ""MultiPoint""}";48.87798177436245,2.3700838988336903
SANISETTE;;111  AVENUE DAUMESNIL;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.380317848061394, 48.84498445223605]], ""type"": ""MultiPoint""}";48.84498445223605,2.380317848061394
SANISETTE;;AVENUE CLAUDE REGAUD;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.372763643662198, 48.822344736321774]], ""type"": ""MultiPoint""}";48.822344736321774,2.372763643662198
SANISETTE;;117  BOULEVARD MASSENA;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.363982338246427, 48.81958369499793]], ""type"": ""MultiPoint""}";48.81958369499793,2.363982338246427
SANISETTE;;face au 14 AVENUE RENE COTY;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3338341695483735, 48.83036895346168]], ""type"": ""MultiPoint""}";48.83036895346168,2.3338341695483735
TOILETTES;;SQUARE RENE LE GALL;75013;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-rene-le-gall-1766;"{""coordinates"": [[2.348139168393053, 48.83133948649257]], ""type"": ""MultiPoint""}";48.83133948649257,2.348139168393053
TOILETTES;;JARDIN GEORGES DUHAMEL;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-georges-duhamel-2559;"{""coordinates"": [[2.377715670547634, 48.831979630954024]], ""type"": ""MultiPoint""}";48.831979630954024,2.377715670547634
TOILETTES;;JARDIN BERTHE MORISOT;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-berthe-morisot-2561;"{""coordinates"": [[2.3748345010462204, 48.82620278372308]], ""type"": ""MultiPoint""}";48.82620278372308,2.3748345010462204
TOILETTES;;JARDIN DURANTON;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-duranton-2534;"{""coordinates"": [[2.285555470390217, 48.84127765140588]], ""type"": ""MultiPoint""}";48.84127765140588,2.285555470390217
